PONumber,Date Submitted,ASN Done,ASN Date Submitted,Order Date

Date Submitted,ASN Done?,ASN Date Submitted,Order Date
5/3/2021 12:50:56 PM,Yes,05/05/2021 05:29:16 PM,2021-05-03
7369055365,3/1/2021 12:52:01 PM,Yes,03/02/2021 03:51:23 PM,2021-03-01
6723816698,3/1/2021 12:51:57 PM,Yes,03/02/2021 03:56:49 PM,2021-03-01
7719195540,3/1/2021 12:51:55 PM,Yes,03/02/2021 03:58:23 PM,2021-03-01
8326302108,3/1/2021 12:51:54 PM,Yes,03/02/2021 04:00:02 PM,2021-03-01
9824943443




PONumber,Date Submitted,ASN Done,ASN Date Submitted,Order Date

Date Submitted,ASN Done?,ASN Date Submitted,Order Date
3/1/2021 12:51:53 PM,Yes,03/02/2021 04:01:07 PM,2021-03-01
7971631894,3/1/2021 12:51:52 PM,Yes,03/02/2021 04:02:50 PM,2021-03-01
7418887208,3/1/2021 12:51:51 PM,Yes,03/02/2021 04:04:21 PM,2021-03-01
8570153293,3/1/2021 12:51:50 PM,Yes,03/02/2021 04:07:19 PM,2021-03-01
7870153014,3/1/2021 12:51:49 PM,Yes,03/02/2021 04:08:56 PM,2021-03-01
6970473291,3/1/2021 12:51:48 PM,Yes,03/02/2021 05:41:38 PM,2021-03-01
8925373141,3/1/2021 12:51:47 PM,Yes,03/02/2021 05:44:02 PM,2021-03-01
6470902815,3/1/2021 12:51:46 PM,Yes,03/02/2021 05:45:32 PM,2021-03-01
9824564426,3/1/2021 12:51:45 PM,Yes,03/02/2021 05:50:42 PM,2021-03-01
8268936405,3/1/2021 12:51:44 PM,Yes,03/02/2021 05:57:05 PM,2021-03-01
6820663139,3/1/2021 12:51:43 PM,Yes,03/02/2021 05:59:16 PM,2021-03-01
6970093146,3/1/2021 12:51:41 PM,Yes,03/02/2021 06:00:43 PM,2021-03-01
6469224702,3/1/2021 12:51:40 PM,Yes,03/02/2021 06:08:13 PM,2021-03-01
6319225031,3/1/2021 12:51:39 PM,Yes,03/02/2021 06:09:55 PM,2021-03-01
9868847546,3/1/2021 12:51:38 PM,Yes,03/02/2021 06:11:54 PM,2021-03-01
8271631902,3/1/2021 12:45:26 PM,Yes,03/02/2021 06:31:51 PM,2021-03-01
5669215298,3/1/2021 12:45:25 PM,Yes,03/02/2021 06:35:10 PM,2021-03-01
4223846351,3/1/2021 12:45:24 PM,Yes,03/02/2021 06:56:41 PM,2021-03-01
6168957147,3/1/2021 12:45:23 PM,Yes,03/02/2021 06:41:25 PM,2021-03-01
6270093654,3/1/2021 12:45:22 PM,Yes,03/02/2021 06:44:06 PM,2021-03-01
2769604483,3/1/2021 12:45:21 PM,Yes,03/02/2021 06:49:01 PM,2021-03-01
3919654295,3/1/2021 12:45:20 PM,Yes,03/02/2021 06:51:44 PM,2021-03-01
2469244549,3/1/2021 12:45:19 PM,Yes,03/02/2021 06:53:01 PM,2021-03-01
5924204696,3/1/2021 12:45:18 PM,Yes,03/02/2021 06:54:24 PM,2021-03-01
3770073989,3/1/2021 12:45:17 PM,Yes,03/02/2021 06:56:01 PM,2021-03-01
4870053960,3/1/2021 12:45:16 PM,Yes,03/02/2021 07:03:00 PM,2021-03-01
3769624407,3/1/2021 12:45:15 PM,Yes,03/02/2021 07:04:12 PM,2021-03-01
1420772941,3/1/2021 12:45:14 PM,Yes,03/02/2021 07:05:40 PM,2021-03-01
2169165688,3/1/2021 12:45:13 PM,Yes,03/02/2021 07:07:05 PM,2021-03-01
5871432015,3/1/2021 12:45:11 PM,Yes,03/02/2021 07:08:02 PM,2021-03-01
2369235152,3/1/2021 12:45:10 PM,Yes,03/02/2021 07:09:04 PM,2021-03-01
4669594400,3/1/2021 12:45:06 PM,Yes,03/02/2021 07:09:59 PM,2021-03-01
4269624365,3/1/2021 12:45:05 PM,Yes,03/02/2021 07:11:55 PM,2021-03-01
6122401054,3/1/2021 12:45:04 PM,Yes,03/02/2021 07:12:41 PM,2021-03-01
2421542241,3/1/2021 12:09:19 PM,Yes,03/02/2021 07:13:55 PM,2021-03-01
9823637440,2/23/2021 6:10:14 PM,Yes,02/24/2021 05:55:14 PM,2021-02-22
6723816469,2/23/2021 6:08:02 PM,Yes,02/24/2021 06:19:22 PM,2021-02-22
9823637208,2/23/2021 5:51:43 PM,Yes,02/24/2021 06:00:07 PM,2021-02-22
9868847320,2/23/2021 4:36:36 PM,Yes,02/24/2021 06:02:46 PM,2021-02-22
8326301932,2/23/2021 4:32:49 PM,Yes,02/24/2021 06:04:13 PM,2021-02-22
7719195344,2/23/2021 4:32:29 PM,Yes,02/24/2021 06:05:25 PM,2021-02-22
5669215091,2/23/2021 4:32:00 PM,Yes,02/24/2021 06:06:55 PM,2021-02-22
7971631723,2/23/2021 4:31:59 PM,Yes,02/24/2021 06:08:00 PM,2021-02-22
9824943254,2/23/2021 4:31:56 PM,Yes,02/24/2021 06:21:33 PM,2021-02-22
7418886975,2/23/2021 4:31:53 PM,Yes,02/24/2021 06:15:06 PM,2021-02-22
8570153117,2/23/2021 4:31:49 PM,Yes,02/24/2021 06:37:38 PM,2021-02-22
6168956939,2/23/2021 4:31:44 PM,Yes,02/24/2021 06:38:59 PM,2021-02-22
9669864020,2/23/2021 4:28:03 PM,Yes,02/24/2021 06:42:07 PM,2021-02-22
6970473102,2/23/2021 4:28:02 PM,Yes,02/24/2021 06:43:44 PM,2021-02-22
6270093463,2/23/2021 4:27:55 PM,Yes,02/24/2021 06:47:16 PM,2021-02-22
8268936204,2/23/2021 4:27:49 PM,Yes,02/24/2021 06:48:54 PM,2021-02-22
6820662943,2/23/2021 4:27:47 PM,Yes,02/24/2021 06:50:10 PM,2021-02-22
5924204493,2/23/2021 4:27:44 PM,Yes,02/24/2021 06:51:57 PM,2021-02-22
6470902628,2/23/2021 4:27:40 PM,Yes,02/24/2021 06:53:38 PM,2021-02-22
9824564217,2/23/2021 4:27:35 PM,Yes,02/24/2021 06:54:51 PM,2021-02-22
7870152834,2/23/2021 4:27:17 PM,Yes,02/24/2021 07:22:19 PM,2021-02-22
6469224502,2/23/2021 4:27:15 PM,Yes,02/24/2021 07:25:15 PM,2021-02-22
6319224849,2/23/2021 4:27:14 PM,Yes,02/24/2021 07:32:42 PM,2021-02-22
6970092941,2/23/2021 4:27:13 PM,Yes,02/24/2021 07:34:35 PM,2021-02-22
4870053772,2/23/2021 4:24:04 PM,Yes,02/24/2021 07:35:58 PM,2021-02-22
7369055167,2/23/2021 4:24:02 PM,Yes,02/24/2021 07:40:04 PM,2021-02-22
8925372947,2/23/2021 4:23:49 PM,Yes,02/24/2021 07:41:07 PM,2021-02-22
5871431858,2/23/2021 4:23:37 PM,Yes,02/24/2021 07:43:42 PM,2021-02-22
8271631730,2/23/2021 4:23:34 PM,Yes,02/24/2021 07:45:08 PM,2021-02-22
6122400890,2/22/2021 1:40:05 PM,Yes,02/22/2021 07:02:34 PM,2021-02-22
4223846133,2/22/2021 1:40:04 PM,Yes,02/22/2021 07:04:47 PM,2021-02-22
2469244346,2/22/2021 1:40:03 PM,Yes,02/22/2021 07:06:43 PM,2021-02-22
2769604284,2/22/2021 1:40:02 PM,Yes,02/22/2021 07:10:59 PM,2021-02-22
3770073792,2/22/2021 1:40:01 PM,Yes,02/22/2021 07:13:10 PM,2021-02-22
1420772742,2/22/2021 1:40:00 PM,Yes,02/22/2021 07:15:20 PM,2021-02-22
3919654100,2/22/2021 1:39:59 PM,Yes,02/22/2021 07:29:01 PM,2021-02-22
2369234965,2/22/2021 1:39:57 PM,Yes,02/22/2021 07:31:49 PM,2021-02-22
3769624201,2/22/2021 1:39:56 PM,Yes,02/22/2021 07:50:41 PM,2021-02-22
4669594194,2/22/2021 1:39:55 PM,Yes,02/22/2021 07:52:48 PM,2021-02-22
2169165474,2/22/2021 1:39:52 PM,Yes,02/22/2021 07:55:39 PM,2021-02-22
4269624175,2/22/2021 1:39:51 PM,Yes,02/22/2021 07:58:33 PM,2021-02-22
2421542060,2/15/2021 12:26:56 PM, , ,2021-02-15
1420772549,2/15/2021 12:13:15 PM, , ,2021-02-15
6168956719,2/15/2021 12:13:13 PM, , ,2021-02-15
9823636994,2/15/2021 12:13:11 PM, , ,2021-02-15
7719195146,2/15/2021 12:13:08 PM, , ,2021-02-15
9824943069,2/15/2021 12:13:05 PM, , ,2021-02-15
6970472922,2/15/2021 12:13:04 PM, , ,2021-02-15
8570152929,2/15/2021 12:13:02 PM, , ,2021-02-15
9824564010,2/15/2021 12:13:00 PM, , ,2021-02-15
8925372769,2/15/2021 12:12:59 PM, , ,2021-02-15
7418886772,2/15/2021 12:12:57 PM, , ,2021-02-15
7369054958,2/15/2021 12:12:56 PM, , ,2021-02-15
6470902446,2/15/2021 12:12:54 PM, , ,2021-02-15
6270093266,2/15/2021 12:12:53 PM, , ,2021-02-15
5924204289,2/15/2021 12:12:51 PM, , ,2021-02-15
8268936002,2/15/2021 12:12:50 PM, , ,2021-02-15
7870152649,2/15/2021 12:12:48 PM, , ,2021-02-15
6970092764,2/15/2021 12:12:47 PM, , ,2021-02-15
5871431703,2/15/2021 12:12:45 PM, , ,2021-02-15
6820662749,2/15/2021 12:12:40 PM, , ,2021-02-15
6319224640,2/15/2021 12:12:38 PM, , ,2021-02-15
6122400722,2/15/2021 12:12:35 PM, , ,2021-02-15
9868847108,2/15/2021 12:12:32 PM, , ,2021-02-15
8271631561,2/15/2021 12:11:06 PM, , ,2021-02-15
5669214880




PONumber,Date Submitted,ASN Done,ASN Date Submitted,Order Date

Date Submitted,ASN Done?,ASN Date Submitted,Order Date
2/15/2021 12:11:05 PM, , ,2021-02-15
4223845922,2/15/2021 12:11:02 PM, , ,2021-02-15
2769604086,2/15/2021 12:11:00 PM, , ,2021-02-15
3770073595,2/15/2021 12:10:59 PM, , ,2021-02-15
3919653906,2/15/2021 12:10:53 PM, , ,2021-02-15
3769623994,2/15/2021 12:08:02 PM, , ,2021-02-15
2169165247,2/15/2021 12:07:58 PM, , ,2021-02-15
2369234759,2/15/2021 12:07:54 PM, , ,2021-02-15
4870053575,2/15/2021 12:07:49 PM, , ,2021-02-15
4669593994,2/15/2021 12:07:46 PM, , ,2021-02-15
2421541870,2/8/2021 12:18:19 PM, , ,2021-02-08
7418886536,2/8/2021 12:18:12 PM, , ,2021-02-08
8570152745,2/8/2021 12:18:00 PM, , ,2021-02-08
6270093083,2/8/2021 12:17:51 PM, , ,2021-02-08
8925372579,2/8/2021 12:17:43 PM, , ,2021-02-08
8326301586,2/8/2021 12:17:32 PM, , ,2021-02-08
9824563815,2/8/2021 12:17:27 PM, , ,2021-02-08
6970472723,2/8/2021 12:17:26 PM, , ,2021-02-08
8268935817,2/8/2021 12:17:24 PM, , ,2021-02-08
7870152467,2/8/2021 12:17:23 PM, , ,2021-02-08
6470902265,2/8/2021 12:17:22 PM, , ,2021-02-08
5924204094,2/8/2021 12:17:21 PM, , ,2021-02-08
2369234553,2/8/2021 12:17:20 PM, , ,2021-02-08
6319224442,2/8/2021 12:17:19 PM, , ,2021-02-08
3769623793,2/8/2021 12:17:18 PM, , ,2021-02-08
4870053373,2/8/2021 12:17:16 PM, , ,2021-02-08
4669593784,2/8/2021 12:17:15 PM, , ,2021-02-08
6469224134,2/8/2021 12:17:14 PM, , ,2021-02-08
2169165034,2/8/2021 12:17:13 PM, , ,2021-02-08
4269623788,2/8/2021 12:17:12 PM, , ,2021-02-08
2421541682,2/8/2021 12:17:11 PM, , ,2021-02-08
8271631372,2/8/2021 12:17:09 PM, , ,2021-02-08
6122400549,2/8/2021 12:17:07 PM, , ,2021-02-08
9868846869,2/8/2021 11:35:34 AM, , ,2021-02-08
4223845690,2/8/2021 11:35:32 AM, , ,2021-02-08
6168956495,2/8/2021 11:35:31 AM, , ,2021-02-08
2769603893,2/8/2021 11:35:29 AM, , ,2021-02-08
3770073394,2/8/2021 11:35:28 AM, , ,2021-02-08
2469243966,2/8/2021 11:35:27 AM, , ,2021-02-08
7971631381,2/8/2021 11:35:26 AM, , ,2021-02-08
3919653712,2/8/2021 11:35:24 AM, , ,2021-02-08
1420772360,2/8/2021 11:35:23 AM, , ,2021-02-08
9823636754,2/8/2021 11:35:22 AM, , ,2021-02-08
6820662557,2/8/2021 11:35:21 AM, , ,2021-02-08
6970092590,2/8/2021 11:35:20 AM, , ,2021-02-08
5871431553,2/1/2021 12:29:35 PM, , ,2021-02-01
6723815825,2/1/2021 12:29:34 PM, , ,2021-02-01
6168956272,2/1/2021 12:29:33 PM, , ,2021-02-01
9823636556,2/1/2021 12:29:32 PM,Yes,02/03/2021 07:55:32 PM,2021-02-01
2169164828,2/1/2021 12:29:31 PM, , ,2021-02-01
2369234370,2/1/2021 12:29:29 PM, , ,2021-02-01
9868846643,2/1/2021 12:29:28 PM, , ,2021-02-01
7719194709,2/1/2021 12:29:27 PM, , ,2021-02-01
5669214489,2/1/2021 12:29:26 PM, , ,2021-02-01
9824942710,2/1/2021 12:29:25 PM,Yes,02/03/2021 07:54:41 PM,2021-02-01
5924203897,2/1/2021 12:29:24 PM, , ,2021-02-01
9669863420,2/1/2021 12:29:23 PM,Yes,02/03/2021 07:57:27 PM,2021-02-01
2469243800,2/1/2021 12:29:22 PM,Yes,02/03/2021 07:59:10 PM,2021-02-01
6270092898,2/1/2021 12:29:18 PM, , ,2021-02-01
3770073196,2/1/2021 12:29:17 PM,Yes,02/03/2021 08:00:30 PM,2021-02-01
6970472530,2/1/2021 12:29:16 PM, , ,2021-02-01
2769603698,2/1/2021 12:29:15 PM,Yes,02/03/2021 08:04:21 PM,2021-02-01
8925372401,2/1/2021 12:29:14 PM,Yes,02/03/2021 08:05:23 PM,2021-02-01
6470902096,2/1/2021 12:29:13 PM, , ,2021-02-01
7369054588,2/1/2021 12:29:12 PM, , ,2021-02-01
3769623590,2/1/2021 12:29:11 PM,Yes,02/03/2021 08:06:19 PM,2021-02-01
4870053185,2/1/2021 12:29:10 PM, , ,2021-02-01
6319224247,2/1/2021 12:29:08 PM, , ,2021-02-01
2421541511,2/1/2021 12:29:07 PM,Yes,02/03/2021 08:07:55 PM,2021-02-01
4269623596,2/1/2021 12:29:06 PM,Yes,02/03/2021 08:08:53 PM,2021-02-01
6122400392,2/1/2021 12:29:06 PM, , ,2021-02-01
8271631193,2/1/2021 11:55:20 AM,Yes,02/03/2021 08:14:14 PM,2021-02-01
4223845463,2/1/2021 11:55:17 AM, , ,2021-02-01
7971631209,2/1/2021 11:55:15 AM, , ,2021-02-01
5869863309,2/1/2021 11:55:14 AM,Yes,02/03/2021 08:15:24 PM,2021-02-01
6820662356,2/1/2021 11:55:13 AM, , ,2021-02-01
1420772174,2/1/2021 11:55:12 AM,Yes,02/03/2021 08:17:15 PM,2021-02-01
7870152297,2/1/2021 11:55:11 AM,Yes,02/03/2021 08:19:18 PM,2021-02-01
6970092423,2/1/2021 11:55:10 AM, , ,2021-02-01
3919653519,2/1/2021 11:55:09 AM,Yes,02/03/2021 08:20:39 PM,2021-02-01
4669593596,1/25/2021 12:43:56 PM,Yes,01/29/2021 03:56:36 PM,2021-01-25
5871431262,1/25/2021 12:40:53 PM,Yes,01/29/2021 03:58:26 PM,2021-01-25
9868846421,1/25/2021 12:39:27 PM, , ,2021-01-25
7369054416,1/25/2021 12:39:25 PM,Yes,01/29/2021 04:00:06 PM,2021-01-25
6168956053,1/25/2021 12:39:24 PM,Yes,01/29/2021 04:02:09 PM,2021-01-25
6723815633,1/25/2021 12:39:23 PM,Yes,01/29/2021 04:10:57 PM,2021-01-25
9823636354,1/25/2021 12:39:22 PM,Yes,01/29/2021 04:12:54 PM,2021-01-25
2369234170,1/25/2021 12:39:21 PM,Yes,01/29/2021 04:19:14 PM,2021-01-25
7719194503,1/25/2021 12:39:20 PM,Yes,01/29/2021 04:21:52 PM,2021-01-25
5669214291,1/25/2021 12:39:19 PM,Yes,01/29/2021 04:23:17 PM,2021-01-25
8326301276,1/25/2021 12:39:18 PM,Yes,01/29/2021 04:25:14 PM,2021-01-25
4223845255,1/25/2021 12:39:17 PM,Yes,01/29/2021 05:43:30 PM,2021-01-25
9824942526,1/25/2021 12:39:16 PM,Yes,01/29/2021 05:45:24 PM,2021-01-25
7971631046,1/25/2021 12:39:15 PM,Yes,01/29/2021 05:46:50 PM,2021-01-25
3770072986,1/25/2021 12:39:14 PM,Yes,01/29/2021 05:49:20 PM,2021-01-25
8570152408,1/25/2021 12:39:13 PM,Yes,01/29/2021 05:51:34 PM,2021-01-25
9669863218,1/25/2021 12:39:10 PM,Yes,01/29/2021 05:53:25 PM,2021-01-25
8925372221,1/25/2021 12:39:09 PM,Yes,01/29/2021 05:54:50 PM,2021-01-25
5869863147,1/25/2021 12:39:08 PM,Yes,01/29/2021 05:56:18 PM,2021-01-25
7418886109,1/25/2021 12:39:07 PM,Yes,01/29/2021 05:57:37 PM,2021-01-25
5924203681




PONumber,Date Submitted,ASN Done,ASN Date Submitted,Order Date

Date Submitted,ASN Done?,ASN Date Submitted,Order Date
1/25/2021 12:39:06 PM, , ,2021-01-25
6270092715,1/25/2021 12:39:05 PM,Yes,01/29/2021 06:00:01 PM,2021-01-25
8268935445,1/25/2021 12:39:04 PM,Yes,01/29/2021 06:06:33 PM,2021-01-25
3919653327,1/25/2021 12:39:03 PM,Yes,01/29/2021 06:08:16 PM,2021-01-25
6970092278,1/25/2021 12:39:02 PM, , ,2021-01-25
6820662168,1/25/2021 12:39:01 PM, , ,2021-01-25
6470901914,1/25/2021 12:39:00 PM,Yes,01/29/2021 06:09:58 PM,2021-01-25
4669593408,1/25/2021 12:38:59 PM,Yes,01/29/2021 06:27:48 PM,2021-01-25
9824563419,1/25/2021 12:38:58 PM,Yes,01/29/2021 06:38:12 PM,2021-01-25
2769603490,1/25/2021 12:38:57 PM, , ,2021-01-25
6970472341,1/25/2021 12:38:56 PM, , ,2021-01-25
6469223797,1/25/2021 12:38:55 PM,Yes,01/29/2021 06:39:35 PM,2021-01-25
1420771988,1/25/2021 12:38:52 PM, , ,2021-01-25
4870052992,1/25/2021 12:36:51 PM,Yes,01/29/2021 06:40:47 PM,2021-01-25
6319224067,1/25/2021 12:36:47 PM,Yes,01/29/2021 06:41:57 PM,2021-01-25
3769623404,1/25/2021 12:36:43 PM,Yes,01/29/2021 06:43:12 PM,2021-01-25
4269623403,1/25/2021 12:36:39 PM,Yes,01/29/2021 06:44:28 PM,2021-01-25
2169164610,1/25/2021 12:36:37 PM,Yes,01/29/2021 08:45:44 PM,2021-01-25
2421541326,1/25/2021 12:36:33 PM, , ,2021-01-25
6122400221,1/25/2021 12:36:28 PM,Yes,01/29/2021 08:48:41 PM,2021-01-25
8271631040,1/18/2021 1:49:09 PM,Yes,01/20/2021 04:24:31 PM,2021-01-18
2769603273,1/18/2021 11:51:40 AM,Yes,01/20/2021 04:25:46 PM,2021-01-18
9868846199,1/18/2021 11:51:39 AM,Yes,01/20/2021 04:27:13 PM,2021-01-18
7719194304,1/18/2021 11:51:38 AM,Yes,01/20/2021 04:29:56 PM,2021-01-18
9824942340,1/18/2021 11:51:37 AM,Yes,01/20/2021 04:40:16 PM,2021-01-18
7971630884,1/18/2021 11:51:36 AM,Yes,01/20/2021 04:32:03 PM,2021-01-18
9669863022,1/18/2021 11:51:35 AM,Yes,01/20/2021 04:33:40 PM,2021-01-18
8925372032,1/18/2021 11:51:34 AM,Yes,01/20/2021 04:34:54 PM,2021-01-18
9824563225,1/18/2021 11:51:33 AM,Yes,01/20/2021 04:36:25 PM,2021-01-18
7418885892,1/18/2021 11:51:32 AM,Yes,01/20/2021 04:37:57 PM,2021-01-18
8570152220,1/18/2021 11:51:31 AM,Yes,01/20/2021 04:39:24 PM,2021-01-18
9823636121,1/18/2021 11:51:30 AM,Yes,01/20/2021 06:39:07 PM,2021-01-18
7870151982,1/18/2021 11:51:30 AM,Yes,01/20/2021 06:16:03 PM,2021-01-18
8271630866,1/18/2021 11:50:44 AM,Yes,01/20/2021 06:19:30 PM,2021-01-18
5669214090,1/18/2021 11:50:42 AM,Yes,01/20/2021 06:21:32 PM,2021-01-18
4223845041,1/18/2021 11:49:59 AM,Yes,01/20/2021 06:24:52 PM,2021-01-18
2469243474,1/18/2021 11:48:45 AM,Yes,01/20/2021 06:28:28 PM,2021-01-18
3919653123,1/18/2021 11:48:15 AM,Yes,01/20/2021 06:29:49 PM,2021-01-18
6168955821,1/18/2021 11:48:05 AM,Yes,01/20/2021 06:31:12 PM,2021-01-18
3770072792,1/18/2021 11:47:57 AM,Yes,01/20/2021 06:32:35 PM,2021-01-18
6970472143,1/18/2021 11:47:50 AM,Yes,01/20/2021 06:34:17 PM,2021-01-18
6319223873,1/18/2021 11:47:39 AM,Yes,01/20/2021 06:36:26 PM,2021-01-18
1420771805,1/18/2021 11:47:31 AM,Yes,01/20/2021 06:44:41 PM,2021-01-18
6470901729,1/18/2021 11:47:23 AM,Yes,01/20/2021 06:46:44 PM,2021-01-18
4669593226,1/18/2021 11:47:17 AM,Yes,01/20/2021 06:48:04 PM,2021-01-18
6270092523,1/18/2021 11:47:16 AM,Yes,01/20/2021 06:49:45 PM,2021-01-18
2369233972,1/18/2021 11:47:15 AM,Yes,01/20/2021 06:51:56 PM,2021-01-18
6820661980,1/18/2021 11:47:14 AM,Yes,01/20/2021 06:53:31 PM,2021-01-18
4269623208,1/18/2021 11:47:12 AM,Yes,01/20/2021 06:56:01 PM,2021-01-18
3769623192,1/18/2021 11:47:11 AM,Yes,01/20/2021 06:57:16 PM,2021-01-18
4870052805,1/18/2021 11:47:10 AM,Yes,01/20/2021 06:58:31 PM,2021-01-18
2169164389,1/18/2021 11:47:09 AM,Yes,01/20/2021 07:00:06 PM,2021-01-18
6122400054,1/18/2021 11:47:07 AM,Yes,01/20/2021 07:01:17 PM,2021-01-18
2421541152,1/11/2021 11:42:05 AM,Yes,01/11/2021 04:44:06 PM,2021-01-11
7719194095,1/11/2021 11:42:04 AM,Yes,01/11/2021 04:47:40 PM,2021-01-11
7418885660,1/11/2021 11:42:04 AM,Yes,01/11/2021 04:45:15 PM,2021-01-11
9824942134,1/11/2021 11:42:03 AM,Yes,01/11/2021 04:49:23 PM,2021-01-11
8570152036,1/11/2021 11:42:02 AM,Yes,01/11/2021 04:51:03 PM,2021-01-11
7870151811,1/11/2021 11:42:00 AM,Yes,01/11/2021 04:54:43 PM,2021-01-11
9669862820,1/11/2021 11:41:59 AM,Yes,01/11/2021 04:56:41 PM,2021-01-11
8925371837,1/11/2021 11:41:58 AM,Yes,01/11/2021 05:01:12 PM,2021-01-11
9823635902,1/11/2021 11:41:57 AM,Yes,01/11/2021 05:02:27 PM,2021-01-11
9824563011,1/11/2021 11:41:56 AM,Yes,01/11/2021 05:03:37 PM,2021-01-11
6970471945,1/11/2021 11:41:55 AM,Yes,01/11/2021 06:14:38 PM,2021-01-11
8268935083,1/11/2021 11:41:54 AM,Yes,01/11/2021 06:15:53 PM,2021-01-11
6820661800,1/11/2021 11:41:53 AM,Yes,01/11/2021 06:17:31 PM,2021-01-11
7369054053,1/11/2021 11:41:52 AM,Yes,01/11/2021 06:19:46 PM,2021-01-11
8271630681,1/11/2021 11:41:51 AM,Yes,01/11/2021 06:21:24 PM,2021-01-11
9868845982,1/11/2021 11:38:07 AM,Yes,01/11/2021 06:24:29 PM,2021-01-11
2769603084,1/11/2021 11:37:54 AM,Yes,01/11/2021 06:26:18 PM,2021-01-11
6470901539,1/11/2021 11:37:46 AM,Yes,01/11/2021 06:27:32 PM,2021-01-11
6270092332,1/11/2021 11:37:37 AM,Yes,01/11/2021 06:29:06 PM,2021-01-11
6319223669,1/11/2021 11:37:26 AM,Yes,01/11/2021 06:30:17 PM,2021-01-11
1420771632,1/11/2021 11:37:24 AM,Yes,01/11/2021 06:56:42 PM,2021-01-11
2369233761,1/11/2021 11:37:22 AM,Yes,01/11/2021 07:00:36 PM,2021-01-11
4669593030,1/11/2021 11:37:21 AM,Yes,01/11/2021 07:02:59 PM,2021-01-11
4269623013,1/11/2021 11:37:20 AM,Yes,01/11/2021 07:11:03 PM,2021-01-11
6469223445,1/11/2021 11:37:18 AM,Yes,01/11/2021 07:13:44 PM,2021-01-11
3769622990,1/11/2021 11:37:17 AM,Yes,01/11/2021 07:15:01 PM,2021-01-11
4870052620,1/11/2021 11:37:16 AM,Yes,01/11/2021 07:17:50 PM,2021-01-11
2421540967,1/11/2021 11:37:14 AM,Yes,01/11/2021 07:22:40 PM,2021-01-11
2169164166,1/11/2021 11:37:13 AM,Yes,01/11/2021 07:24:11 PM,2021-01-11
5871430967,1/11/2021 11:37:12 AM,Yes,01/11/2021 07:25:46 PM,2021-01-11
1916829882,1/4/2021 11:48:03 AM,Yes,01/04/2021 06:34:11 PM,2021-01-04
3769622807,1/4/2021 11:44:45 AM,Yes,01/04/2021 06:34:49 PM,2021-01-04
7369053883,1/4/2021 11:44:40 AM,Yes,01/04/2021 06:22:42 PM,2021-01-04
2169163975,1/4/2021 11:44:36 AM,Yes,01/04/2021 06:24:04 PM,2021-01-04
9868845770,1/4/2021 11:44:26 AM,Yes,01/04/2021 06:35:20 PM,2021-01-04
5669213686,1/4/2021 11:44:23 AM,Yes,01/04/2021 06:26:47 PM,2021-01-04
8326300776,1/4/2021 11:44:20 AM,Yes,01/04/2021 06:28:21 PM,2021-01-04
9824941958,1/4/2021 11:44:16 AM,Yes,01/04/2021 06:29:57 PM,2021-01-04
9669862624,1/4/2021 11:44:14 AM,Yes,01/04/2021 06:31:47 PM,2021-01-04
4223844634,1/4/2021 11:44:11 AM,Yes,01/04/2021 06:33:08 PM,2021-01-04
5869862661,1/4/2021 11:44:07 AM,Yes,01/04/2021 07:29:28 PM,2021-01-04
7418885446,1/4/2021 11:44:04 AM,Yes,01/04/2021 07:31:03 PM,2021-01-04
7971630529,1/4/2021 11:44:01 AM,Yes,01/04/2021 07:33:04 PM,2021-01-04
8925371666,1/4/2021 11:43:57 AM,Yes,01/04/2021 07:37:13 PM,2021-01-04
2469243103,1/4/2021 11:43:54 AM,Yes,01/04/2021 07:42:17 PM,2021-01-04
5924203113,1/4/2021 11:43:51 AM,Yes,01/04/2021 07:43:24 PM,2021-01-04
6270092157,1/4/2021 11:43:47 AM,Yes,01/04/2021 07:49:39 PM,2021-01-04
3770072392




PONumber,Date Submitted,ASN Done,ASN Date Submitted,Order Date

Date Submitted,ASN Done?,ASN Date Submitted,Order Date
1/4/2021 11:43:43 AM,Yes,01/04/2021 07:46:36 PM,2021-01-04
2769602903,1/4/2021 11:43:41 AM,Yes,01/04/2021 07:47:45 PM,2021-01-04
6168955372,1/4/2021 11:43:37 AM,Yes,01/04/2021 07:48:46 PM,2021-01-04
9824562832,1/4/2021 11:43:34 AM,Yes,01/04/2021 08:12:15 PM,2021-01-04
8570151864,1/4/2021 11:43:30 AM,Yes,01/04/2021 08:13:41 PM,2021-01-04
6970471768,1/4/2021 11:43:28 AM,Yes,01/04/2021 08:16:24 PM,2021-01-04
8268934915,1/4/2021 11:43:25 AM,Yes,01/04/2021 08:18:02 PM,2021-01-04
6469223274,1/4/2021 11:43:21 AM,Yes,01/04/2021 08:20:36 PM,2021-01-04
6319223493,1/4/2021 11:43:18 AM,Yes,01/04/2021 08:21:58 PM,2021-01-04
3919652732,1/4/2021 11:43:14 AM,Yes,01/04/2021 08:26:10 PM,2021-01-04
6820661611,1/4/2021 11:43:11 AM,Yes,01/04/2021 08:27:23 PM,2021-01-04
6470901372,1/4/2021 11:43:07 AM,Yes,01/04/2021 08:28:30 PM,2021-01-04
1420771458,1/4/2021 11:43:04 AM,Yes,01/04/2021 08:45:46 PM,2021-01-04
6970091837,1/4/2021 11:43:02 AM,Yes,01/04/2021 08:47:23 PM,2021-01-04
