country,case
14	590	678
France
France,5	547	670
Turkey
Turkey,4	788	700
Russia
Russia,4	742	142
United Kingdom
United Kingdom,4	414	246
Italy
Italy,4	009	208
Spain
Spain,3	514	942
Germany
Germany,3	391	039
Argentina
Argentina,2	954	943
Colombia
Colombia,2	841	934
Poland
Poland,2	785	353
Iran
Iran,2	479	805
Mexico
Mexico,2	340	934
Ukraine
Ukraine,2	113	880
Peru
Peru,1	783	339
Indonesia
Indonesia,1	662	868
Czech Republic
Czech Republic,1	628	536
South Africa
South Africa,1	579	536
